region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Alabama,2020-03-14,nowcast,1.7,1.3,2.2,1.5,1.9,0
Alabama,2020-03-15,nowcast,1.7,1.3,2.1,1.5,1.8,0
Alabama,2020-03-16,nowcast,1.6,1.3,2,1.5,1.8,0
Alabama,2020-03-17,nowcast,1.6,1.3,2,1.4,1.7,0
Alabama,2020-03-18,nowcast,1.6,1.3,1.9,1.4,1.7,0
Alabama,2020-03-19,nowcast,1.5,1.3,1.8,1.4,1.6,0
Alabama,2020-03-20,nowcast,1.5,1.2,1.8,1.4,1.6,0
Alabama,2020-03-21,nowcast,1.4,1.2,1.7,1.3,1.5,0
Alabama,2020-03-22,nowcast,1.4,1.2,1.6,1.3,1.5,0
Alabama,2020-03-23,nowcast,1.4,1.1,1.6,1.3,1.4,0
Alabama,2020-03-24,nowcast,1.3,1.1,1.5,1.2,1.4,0
Alabama,2020-03-25,nowcast,1.3,1.1,1.5,1.2,1.3,0
Alabama,2020-03-26,nowcast,1.3,1.1,1.4,1.2,1.3,0
Alabama,2020-03-27,nowcast,1.3,1.1,1.4,1.2,1.3,0
Alabama,2020-03-28,nowcast,1.3,1.1,1.4,1.2,1.3,0
Alabama,2020-03-29,nowcast,1.3,1.1,1.4,1.2,1.3,0
Alabama,2020-03-30,nowcast,1.2,1.1,1.4,1.2,1.3,0
Alabama,2020-03-31,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Alabama,2020-04-01,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Alabama,2020-04-02,nowcast,1.2,1,1.3,1.1,1.2,0.02
Alabama,2020-04-03,nowcast,1.1,1,1.3,1.1,1.2,0.04
Alabama,2020-04-04,nowcast,1.1,1,1.2,1.1,1.2,0.06
Alabama,2020-04-05,nowcast,1.1,1,1.2,1,1.1,0.11
Alabama,2020-04-06,nowcast,1.1,0.9,1.2,1,1.1,0.24
Alabama,2020-04-07,nowcast,1,0.9,1.1,1,1.1,0.37
Alabama,2020-04-08,nowcast,1,0.9,1.1,1,1,0.52
Alabama,2020-04-09,nowcast,1,0.9,1.1,0.9,1,0.64
Alabama,2020-04-10,nowcast,1,0.9,1.1,0.9,1,0.74
Alabama,2020-04-11,nowcast,1,0.9,1.1,0.9,1,0.79
Alabama,2020-04-12,nowcast,1,0.9,1.1,0.9,1,0.79
Alabama,2020-04-13,nowcast,1,0.9,1.1,0.9,1,0.76
Alabama,2020-04-14,nowcast,1,0.9,1.1,0.9,1,0.69
Alabama,2020-04-15,nowcast,1,0.9,1.1,0.9,1,0.57
Alabama,2020-04-16,nowcast,1,0.9,1.1,1,1,0.46
Alabama,2020-04-17,nowcast,1,0.9,1.1,1,1.1,0.37
Alabama,2020-04-18,nowcast,1,0.9,1.1,1,1.1,0.32
Alabama,2020-04-19,nowcast,1,0.9,1.1,1,1.1,0.3
Alabama,2020-04-20,nowcast,1,0.9,1.1,1,1.1,0.3
Alabama,2020-04-21,nowcast,1,0.9,1.1,1,1.1,0.28
Alabama,2020-04-22,nowcast,1,1,1.1,1,1.1,0.23
Alabama,2020-04-23,nowcast,1.1,1,1.2,1,1.1,0.14
Alabama,2020-04-24,nowcast,1.1,1,1.2,1,1.1,0.08
Alabama,2020-04-25,nowcast,1.1,1,1.2,1,1.1,0.04
Alabama,2020-04-26,nowcast,1.1,1,1.2,1.1,1.1,0.02
Alabama,2020-04-27,nowcast,1.1,1,1.2,1.1,1.2,0.01
Alabama,2020-04-28,nowcast,1.1,1,1.2,1.1,1.2,0.01
Alabama,2020-04-29,nowcast,1.1,1,1.2,1.1,1.2,0.01
Alabama,2020-04-30,nowcast,1.1,1,1.2,1.1,1.2,0.02
Alabama,2020-05-01,nowcast,1.1,1,1.2,1.1,1.1,0.03
Alabama,2020-05-02,nowcast,1.1,1,1.2,1.1,1.1,0.06
Alabama,2020-05-03,nowcast,1.1,1,1.2,1.1,1.1,0.08
